,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,emotion
7515,"#Google &quot;product gatekeeper&quot; Marissa Mayer on the location-based &quot;fast, fun &amp; future&quot; {link} (HT @mention #SXSW @mention #lbs",Google,No emotion toward brand or product,neg
7516,Apple...&quot;the classiest fascist company in America&quot; Kara Swisher #sxsw,Apple,Negative emotion,pos
7517,Now on for 'designing ipad interfaces - new navigation schemes' #sxsw,Apple,No emotion toward brand or product,pos
7518,David Carr (NYT) is in Austin giving a drunken interview on CNN. He wants an app to transport him around NYC while he sits on his iPad #sxsw,Apple,No emotion toward brand or product,pos
7519,"Get it for #sxsw , folks. It's #prettycool #chevysxsw RT @mention Update for iPhone Retrollect users is available. Now with more awesome!",Apple,Positive emotion,pos
7520,Protip for #sxsw : Kill your iPhone/iPad tasks to save battery,Apple,No emotion toward brand or product,neg
7521,Follow our #SXSW coverage at {link} on mobile at {link} or with our iPhone app http://bit.ly/guardianapp,Apple,No emotion toward brand or product,pos
7522,"To all our #SXSW friends, don't forget to download the #SXSWGO iPhone/iPad app. {link}",Apple,No emotion toward brand or product,pos
7523,Thanks for all the info on the Apple Store closing time! Heading there after finishing this Iron Works BBQ! #sxsw #sxtxstate,Apple,No emotion toward brand or product,pos
7524,Questioner at #sxsw just said &quot;Thanks and I'm a big fan&quot; to Google's @mention which caused her to giggle and audience to laugh.,Google,Positive emotion,neg
7525,"#SXSW gear bag: iPad 2, iPhone, Mophie. Traveling light this year! {link}",Apple,No emotion toward brand or product,pos
7526,I've never been surrounded by so many #iPhone users! I keep think it's my phone that's ringing! #sxsw,Apple,Positive emotion,pos
7527,[SoftLayer Blog] SoftLayer #SxSW Server Challenge - Video - {link} äÁ Have you tried it yet? An iPad 2 could be yours!,Apple,Positive emotion,neg
7528,"Is twitter broken? Or is it my iPad. Can't follow the SXSW hash right now. Wow, that might be my nerdiest tweet yet. #tmsxsw #SXSW.",Apple,Negative emotion,neg
7529,Our sister co. @mention new #iPad app reviewed @mention {link} Are curated playlists the future of #music pubs? #sxsw,Apple,No emotion toward brand or product,pos
7530,#spiltbeer consequences of drunk techies #sxsw let's see what android has to offer compared to this.,Android,Positive emotion,pos
7531,Watch your ears! RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,Apple,Positive emotion,pos
7532,"Okay, fair enough lining up for new tech, but not at the cost of #sxsw... It is so much better than a new iPad... {link}",Apple,Negative emotion,neg
7533,New on our FB page: Summary of Google VP Marissa Mayer's talk on Location {link} #MarissaGoogle #sxsw,Google,No emotion toward brand or product,neg
7534,Soundtrckr featured by @mention @mention as a Must-have for #SXSW {link},none,No emotion toward brand or product,neg
7535,We set our flatulence to wake ourselves up. You might need a bit more help. #wakeuplaughing {link} #epictweets #sxsw,none,No emotion toward brand or product,pos
7536,IceBreaker for iPhone presenting at #sxsw #leanstartup: {link} - unfortunate domain name,Apple,No emotion toward brand or product,pos
7537,"I'll never forget this March 2011 weekend: Japan earthquake, iPad 2 and my first South by Southwest #SxSW. Memolane that y'all!",Apple,Positive emotion,pos
7538,Hipster or hobo? Only way to tell is the iPhone. #sxsw,Apple,Positive emotion,neg
7539,It's clear I will never be cool at #SXSW because I am without an iPad. And I'm generally not cool. Doubly handicapped,Apple,Positive emotion,pos
7540,"Headed for iPad Design Headaches (2 Tablets, Call in the Morning) #SXSW {link}",Apple,Negative emotion,neg
7541,Design for iPad is like a design 101 class. Will someone give a talk and assume that we didn't all ditch our previous experience #sxsw,Apple,Negative emotion,pos
7542,"My Twitter is full of people who are at #sxsw, buying the iPad 2, or doing both. At least my pity party is keeping me busy, I suppose...",Apple,No emotion toward brand or product,pos
7543,"&quot;Your Mom Has an iPad: Designing for Boomers&quot; is full house. Where is #RebelTV spirit?
{link} #SXSW",Apple,No emotion toward brand or product,neg
7544,"The winner of best in show for #sxsw the wilderness downtown, arcade fire, google, Sony, radical media, milk and koblin",Google,No emotion toward brand or product,pos
7545,Co Founder of Google Teacher Academy is bringing HS students from Austin to show how they use tech: {link} #SxSW #education,Google,No emotion toward brand or product,pos
7546,Co Founder of Google Teacher Academy is bringing HS students from Austin to show how they use tech: {link} #SxSW #eeducation,Google,No emotion toward brand or product,pos
7547,One of our producers is going to #SXSW. What (hopefully free) iPhone apps should she DL?,Apple,No emotion toward brand or product,neg
7548,#sxsw #csr reporting: Janecek: Microsoft gives $ to charity. Apple gives nothing. Everyone in room has iPhone. What drives that decision?,Apple,Negative emotion,pos
7549,"iPad 2 for sale (cc #SXSW #SXSWi #TheInternet)

{link}",Apple,No emotion toward brand or product,pos
7550,Thanks for the free drinks Google!  #sxsw (@mention Speakeasy w/ 47 others) {link},Google,Positive emotion,pos
7551,Days later there's still a line out the door at the #SXSW apple store for the iPad2.  {link},Apple,Positive emotion,pos
7552,I can hear those ipad 2 nutters ipading away even now. Such is life in the techno hipster Mecca. #SXSW,Apple,Negative emotion,pos
7553,Seated for Turkey Bowl; Armadillo &amp; Kill List Sxxpress passes acquired; now if I could only buy an iPad. #SXSW,Apple,Positive emotion,neg
7554,wow! major win for you! ÛÏ@mention traded the Xoom I won at the JS party for the iPad 2 @mention won #sxsw #winwin #winning #tigerbloodÛ,Apple,Positive emotion,pos
7555,"&quot;O frabjous day ! Callooh ! Callay !Û_[Baaah!?]&quot;ÛÓLewis
 Carroll ÷È crowd swarms for iPad 2 launch {link} via @mention #SXSW",Apple,Positive emotion,pos
7556,Free 22 track #sxsw sampler album on iTunes. #music #discovery {link},none,No emotion toward brand or product,pos
7557,Free 23-track #SXSW sampler on iTunes: {link},none,No emotion toward brand or product,pos
7558,Fantasy Bracket Challenge &amp; iPad 2 GiveAway {link} via #constantcontact #SXSW #MarchMadness #SelectionSunday,Apple,No emotion toward brand or product,pos
7559,"Preview tracks of showcasing artists/musicians at #SXSW, downloadable as torrents {link}",none,No emotion toward brand or product,pos
7560,21 free tracks on iTunes from #SXSW featured artists: {link} (via @mention,none,No emotion toward brand or product,pos
7561,"Apps distract pubs, sez Khoi Vinh. Instead of focusing on reader exp, they're delivering same content 3 ways. #SXSW  {link}",none,Negative emotion,pos
7562,"SXSW Interactive: GoogleÛªs Mobile Future, &amp; Elusive Û÷Power of HereÛª - @mention @mention - #sxsw #google #mobile - {link}",Google,Positive emotion,pos
7563,"Congrats Radical Media, Google, Arcade Fire for #sxsw best in show: Wilderness Downtown!",Google,Positive emotion,pos
7564,@mention Rainey Street is a nice alternative to 6th street #sxsw parties. Walking directions from convention center {link},none,No emotion toward brand or product,pos
7565,Line is wrapping around the block for an iPad 2 again for a second day at #sxsw! {link},Apple,No emotion toward brand or product,pos
7566,How frustrating is it that Zeldman autocorrects to Zelda on the iPhone? #jzsxsw #sxsw,Apple,Negative emotion,neg
7567,"Despite drawing giant crowd, Google-Bing Q&amp;A discussion is very inside baseball. #sxsw",Google,No emotion toward brand or product,pos
7568,Line is crazy long at #sxsw Apple store for #iPad2,Apple,No emotion toward brand or product,pos
7569,"Google Circles - is this real or fake, contradicting blog post and statements from Chris Messina at #SXSW {link} via @mention",Google,No emotion toward brand or product,neg
7570,Google Circles - looking forward to this. sadly no launch at #SXSW,Google,I can't tell,neg
7571,Google Circles : won't be launched at #SXSW. Google even denies working on such a project : {link} #Facebook,Google,No emotion toward brand or product,pos
7572,Google Circles at #sxsw whoooooo {link},Google,Positive emotion,neg
7573,Google Circles coming soon- new social network will have photo/video/status updates and more #SXSWi #SXSW {link},Google,No emotion toward brand or product,neg
7574,Google Circles could potentially be unveiled today at #SXSW. Could Google get 'social' right this time? Your opinion? {link},Google,No emotion toward brand or product,pos
7575,Google Circles is (not) a real thing and will (not) be launched today at #sxsw {link},Google,Negative emotion,pos
7576,Google Circles launching today at #SXSW? New #Facebook killer???? {link},Google,No emotion toward brand or product,pos
7577,"Google Circles might launch today at #sxsw, a new social network: {link}",Google,No emotion toward brand or product,pos
7578,Google Circles NOT being launched @mention #SXSW Interactive today {link} #bummer,Google,No emotion toward brand or product,pos
7579,Google Circles Not Launched at #SXSW {link},Google,No emotion toward brand or product,pos
7580,Google Circles preview {link} #sxsw,Google,No emotion toward brand or product,neg
7581,Google Circles social network? {link} #SXSW,Google,No emotion toward brand or product,pos
7582,Google Circles will be ______    #sxsw,Google,No emotion toward brand or product,neg
7583,Google Circles will be 'Boolean' (?) #sxsw @mention,Google,No emotion toward brand or product,neg
7584,Google Circles will be [a true competitor in the social realm?] [cc: @mention #sxsw,Google,No emotion toward brand or product,pos
7585,Google Circles will not launch at #SXSW - {link},Google,No emotion toward brand or product,pos
7586,"Google Circles, #Google's major #SocialNetwork will premier at #SXSW today. #Tech #Geek #SocialMedia #GoogleCircles",Google,No emotion toward brand or product,pos
7587,"Google Circles, a new social network? No #SXSW.  {link}",Google,No emotion toward brand or product,pos
7588,"Google Circles, google's social network, rumored to be launching today at #sxsw",Google,No emotion toward brand or product,pos
7589,"Google Circles, if as described another good move as a product but too late?{link} #sxsw (via @mention",Google,Positive emotion,neg
7590,"Google Circles, what is it and will it ever arrive? {link} #google #circles #social #search #sxsw",Google,No emotion toward brand or product,pos
7591,Google Circles?  #sxsw #orly?,Google,Positive emotion,neg
7592,Google Circles.  Big rumor from what I can tell.  {link} #sxsw #wellplayed,Google,No emotion toward brand or product,pos
7593,Google Circles. A new social networking platform. {link} So this is the new Facebook? #SXSW,Google,No emotion toward brand or product,pos
7594,Google Circles.. 10x for sharing ÛÏ@mention RT @mention Google to Launch Major New Social Network {link} #sxswÛ,Google,No emotion toward brand or product,pos
7595,Google Circles... is it happening? So lost.  #SXSW,Google,No emotion toward brand or product,neg
7596,"Google Circles' Looms, But do Google's Nerds 'Get' Social? {link} #socialmedia #sxsw",Google,No emotion toward brand or product,neg
7597,"Google Circles' Looms, But do Google's Nerds 'Get' Social? #SxSW | @mention {link}",Google,No emotion toward brand or product,neg
7598,"Google Circles' Looms, But Do Google's Nerds 'Get' Social? #SxSW | @mention {link}",Google,No emotion toward brand or product,neg
7599,"Google Circles' Looms, But do Google's Nerds 'Get' Social? #SxSW | @mention {link} via @mention",Google,No emotion toward brand or product,neg
7600,"Google Circles' Looms, But Do Google's Nerds 'Get' Social? #SxSW | @mention {link} via @mention",Google,No emotion toward brand or product,neg
7601,"Dear Lanyrd -- you're site is awesome to use for #sxsw, but i wish you had an iphone app!",Apple,Positive emotion,pos
7602,Credit Card companies know 2 years before you do that you're likely to get a divorce @mention (Google) #sxsw #urbanmyth,Google,No emotion toward brand or product,pos
7603,No biz cards! Bump on iphone or google me RT @mention #SXSW is when I basically become automatic business card dispenser for a week,Apple,No emotion toward brand or product,neg
7604,apple store #sxsw line is moving at the front. these fruit basket imacs better be worth it!,Apple,Positive emotion,pos
7605,#Foursquare + #Gowalla updating to V3.0; just in time for #SXSW.  Gowalla def stepped it up w/ their new #Android UI.,Android,Positive emotion,neg
7606,Buttons are a hack around direct interaction. Use the medium. #tapworthy #iPad #sxsw,Apple,No emotion toward brand or product,pos
7607,"If you were able to afford to attend #sxsw or buy an iPad today, consider saving a few $$$ for Japan earthquake relief. Just sayin.",Apple,No emotion toward brand or product,pos
7608,"If you were able to afford to attend #sxsw or buy an iPad today, consider saving a few $$$ for Japan earthquake relief. Just sayin. #fb",Apple,No emotion toward brand or product,pos
7609,&quot;We're about to pass you up Opera.&quot; -@mention (Google) to @mention (Opera Dev Rel.) #sxsw #zing,Google,No emotion toward brand or product,neg
7610,#foursquare and @mention now sees #google as their competition not just location-based or game apps. #SXSW #checkins,Google,No emotion toward brand or product,pos
7611,Anyone here at #SXSW know where the &quot;PopUp&quot; Apple Store will be in Downtown Austin? :) #Apple #ipad2 #purchase :),Apple,No emotion toward brand or product,neg
7612,"if you were at the #pepsicostage yesterday, please check your bag. You may have my iPad. The lock screen will tell you it's mine. #sxsw",Apple,No emotion toward brand or product,pos
7613,Groups were challenged with coming up with an iPhone app to solve their parenting/start-up issues #sxsw,Apple,No emotion toward brand or product,pos
7614,"Apple store coming 2 Austin for SXSW.   RT: &quot;@mention Before It Even Begins, Apple Wins #SXSW {link} on @mention",Apple,Positive emotion,pos
7615,Apple store craziness at #sxsw - 360 view: {link} {link},Apple,No emotion toward brand or product,pos
7616,Popup store de gadgets da Apple no #SXSW {link},Apple,No emotion toward brand or product,pos
7617,@mention re do not track. What are yr thoughts on Google's incognito browsing? #sxsw #payingwithdata,Google,No emotion toward brand or product,pos
7618,&quot;Where does search stop and discovery stop? It's a revolution&quot; by Google #DiscoveryTalk #SXSW,Google,No emotion toward brand or product,pos
7619,Apple store downtown Austin open til Midnight. #sxsw,Apple,No emotion toward brand or product,pos
7620,ÛÏFoursquare for bands&quot; just in time for #SXSW {link},Apple,Positive emotion,neg
7621,Apple Store gets another mention: {link} - RT @mention #SxSW - Downtown Austin Apple Store: Congress &amp; West 6th Street...,Apple,No emotion toward brand or product,pos
7622,Temperature going up :) RT @mention @mention  @mention &amp;  @mention having fun at #google [pic] #SXSW {link},Google,Positive emotion,neg
7623,Apple store had wifi 64 gig ipad 2's only. #sxsw,Apple,No emotion toward brand or product,pos
7624,Apple Store has had a line down the block all week long at #sxsw amazing,Apple,Positive emotion,pos
7625,Making sure I packed everything I need for #sxsw. iPhone. iPad. Chargers. Business cards. Pants. Missing anything?,Apple,No emotion toward brand or product,pos
7626,"#papasangre I would be so grateful if you made an audio game for Android, please. #sxsw",Android,No emotion toward brand or product,neg
7627,"I dont care if people use android or iphones, but when see a browsering in #IE and takeing notes in word then I need to comment :-| #SXSW",Apple,No emotion toward brand or product,neg
7628,Apple Store is buzzing: {link} - RT @mention Speaking of #sxsw: how about that #apple store on 6th and congress? Would...,Apple,Positive emotion,pos
7629,&quot;There is no other explanation for Apple's continued survival than the existence of God&quot; #GuyKawasaki #sxsw,Apple,Negative emotion,neg
7630,apple store line at #sxsw {link},Apple,No emotion toward brand or product,pos
7631,"Apple store peeps come running, high-fiving all in line. Open any sec? Enuf for all us chumps? #SXSW #ipad2 {link}",Apple,Positive emotion,neg
7632,iPad 2s are popping up everywhere here at #SXSW. Are there a glut of iPads on sale on Craigslist now?,Apple,No emotion toward brand or product,pos
7633,#papasangre producers new audio experience iPhone awesomeness #nightjar looks (or rather sounds) amazing. #sxsw,Apple,Positive emotion,pos
7634,Yes we were RT @mention Apple store downtown Austin open til Midnight. #sxsw,Apple,No emotion toward brand or product,pos
7635,"W/ the core week of data still to come, @mention searches for #SXSW are up +23% vs. '10. (Source: Trends) #measure   {link}",none,No emotion toward brand or product,pos
7636,Can I share what a great time I has tonight at the @mention privacy it's 1986 party.   Great job Brian R.  #sxsw,none,No emotion toward brand or product,pos
7637,"Papa Sangre, an immersive audio game for IPhone, is free today. Highly recommended. #PapaSangre #SxSW",Apple,Positive emotion,pos
7638,"@mention re:new features of google maps,ex:ability to see inside amazing museums and be able to zoom to the brushstroke #SXSW #LoveHer",Google,Positive emotion,pos
7639,"I was there. It was nuts. RT @mention iPad 2 in hand, awesome dude gave me cutsies on a 3 hour line. #austin #apple #sxsw #winning",Apple,Positive emotion,pos
7640,Whoa! There's a dude in front of me using Google Wave! #sxsw #xplat,Google,Positive emotion,neg
7641,&quot;There's a reason why Google isn't in social -- they are too technical.&quot; #sxsw #comments,Google,Negative emotion,neg
7642,Epic. There's just one guy waiting in line for the iPad 2 in Austin at SXSW. {link} #sxsw #ipad #ipad2,Apple,No emotion toward brand or product,pos
7643,"aight, here's my wed + thurs list of #sxsw possibilities: {link} i hope to see all my twitter buds out + about atx this week!",none,No emotion toward brand or product,pos
7644,"Enough already .... ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",Google,Negative emotion,pos
7645,people already lining up on the #sxsw #apple store at 6th and Congress. Festival promises to be much more attracting than that!,Apple,Positive emotion,pos
7646,#sxflip breaking(?) iPhone version of Flipboard is ther next product #sxsw yay!,Apple,Positive emotion,neg
7647,@mention really disappointed with the iPad app - lots of error messages have to switch to tweet deck for the rest of #sxsw,Apple,Negative emotion,pos
7648,@mention Reason 19: Keep Parakeets employed! {link} Keep track of where the ladies are at #SXSW {link},none,No emotion toward brand or product,neg
7649,"For some reason Cisco networking gear at #SXSW doesn't like working with iPhones, known issue so why use Cisco for mostly iPhone crowed?",Apple,No emotion toward brand or product,neg
7650,"Another great panel at 5 pm at the Hilton - Austin's own @mention Nik Daftary:  Left Brain Search = Google, Right Brain Search = X #sxsw",Google,No emotion toward brand or product,pos
7651,Another great review of Super Kaiju Hero Force: &quot;The jokes are a little childish but who am I to judge since I'm 13.&quot; LOL! #iphone #sxsw,Apple,No emotion toward brand or product,neg
7652,Another great spreadsheet of all the #SXSW parties - {link},none,No emotion toward brand or product,pos
7653,Pick Up Great Unlockable Deals by Checking Into Places on Google Latitude [Apps] {link} #GoogleBlog #SXSW #VIP,Google,Positive emotion,neg
7654,Just met Rebecca Moore fr google @mention - amazing #womenintech come see her room6ab Austin conf ctr #sxswi #sxsw,Google,No emotion toward brand or product,pos
7655,#sxsw=appreciation for Twitter. My account has never seen such action (from me). iPhone battery now dead. Found an outlet. #backinbusiness,Apple,No emotion toward brand or product,pos
7656,@mention recounts the batshit insanity doubling as &quot;creativity&quot; that ensures they &quot;don't suck&quot;. Google 'michaels room groupon' #sxsw,Google,No emotion toward brand or product,pos
7657,"just ordered my ipad 2 and am excited to be at #SXSW, but it all seems silly with what's happening in japan right now.",Apple,Positive emotion,pos
7658,Score a free imo tshirt outside the SXSW Apple store today at 2:15 PM &amp; check out imo's app for the iPad 2  {link}  #sxsw #ipad2,Apple,No emotion toward brand or product,pos
7659,Score a free imo tshirt outside the SXSW Apple store today at 2:15 PM &amp; check out imo's app for the iPad 2  {link} #sxsw #ipad2,Apple,Positive emotion,pos
7660,Lots o' free music from #SXSW bands: {link} and {link},none,No emotion toward brand or product,pos
7661,Google street car at #SXSW.   @mention Brush Square Park {link},Google,No emotion toward brand or product,pos
7662,Google Street View car on 6th and Brazos. Timing is everything.  #SXSW,Google,No emotion toward brand or product,pos
7663,Farmers prefer Balckberries over iPhones and Andriod devices. More durable? Anti-Apple feelings?  #mobilefarm #sxsw,Apple,Negative emotion,neg
7664,#iPad therefore I am.  What is the line like at the #Apple Store near #SXSW in Austin?  send pics!,Apple,Positive emotion,pos
7665,#Google Preparing To Launch #SocialMedia ÛÏCirclesÛ at #sxsw ÛÓ Or Maybe Not {link} via @mention,Google,No emotion toward brand or product,pos
7666,@mention reporting the #SXSW Apple Store for TWIT. #Sonoma  {link},Apple,No emotion toward brand or product,pos
7667,Horrible repressed memories of the Apple spinning beach ball coming back at the #progressbar talk. #sxsw,Apple,Negative emotion,neg
7668,Google fires a shot at Foursquare with check-in rewards and titles {link} #Android #EastSidePies #GoogleMaps #SXSW #ToyJoyBuy,Google,No emotion toward brand or product,neg
7669,Google fires a shot at Foursquare with check-in rewards and titles {link} #sxsw,Google,No emotion toward brand or product,neg
7670,Awesome presentation on digital magazines {link} #touchingstories #SXSW #gsdm,none,No emotion toward brand or product,pos
7671,@mention Respectfully disagree about the iphone. Battery life is a problem and it isn't as ubiquitous as it seems. #project314 #sxsw,Apple,Negative emotion,pos
7672,"Very Interesting --&gt;&gt; RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Google,No emotion toward brand or product,pos
7673,"Most interesting question at #SXSW so far, at Google talk: &quot;What happens to us if we lose this ability to discover and need to discover?&quot;",Google,No emotion toward brand or product,neg
7674,Very interesting. RT @mention Apple to Open Pop-Up Shop at SXSW {link} #sxsw #sxswi #popupshop #apple,Apple,Positive emotion,pos
7675,"adaptive retail -- apple to open pop-up shop at #sxsw. skillfully done, cupertino: {link}",Apple,Positive emotion,pos
7676,"while charging my iPhone battery, I've downloaded a .#hipstamatic pack #sxsw edition.  {link}",Apple,No emotion toward brand or product,pos
7677,"#sxsw   Tried 2 days with iPAD, w/o MacBook Pro.  the experiment is over. I heart a real keyboard.",Apple,Negative emotion,neg
7678,For any friends coming to Austin for SXSW: {link} #Austin #sxsw,none,No emotion toward brand or product,pos
7679,Google (tries again) to launch a new social network called Circles: {link} #sxsw,Google,No emotion toward brand or product,pos
7680,Google (tries again) to launch a new social network called Circles: {link} #sxsw @mention #310409H2011,Google,Negative emotion,neg
7681,Google (tries again) to launch a new social network called Circles: {link} #sxsw RT @mention @mention,Google,No emotion toward brand or product,neg
7682,"The #CNNGrill is celebrating #piday with pecan, apple and strawberry rhubarb pies. Let the circumferences begin! #SXSW #SXSWI",Apple,No emotion toward brand or product,pos
7683,"&quot;Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW&quot; (@mention {link}",none,No emotion toward brand or product,pos
7684,#Google Crisis Response has a site up w/ good info on Japanese earthquake/tsunami: {link} #SXSW #SXSWi,Google,Positive emotion,pos
7685,#SXSW: Marissa Mayer keynote- 40% Of Google Maps Usage Is Mobile (And There Are 150 Million Mobile Users),Google,No emotion toward brand or product,pos
7686,"#SXSW: Marissa Mayer's favorite non-Google product: her Swiss watch, bought as intern 12 years ago. Brings that simplicity to Goog.",Google,No emotion toward brand or product,pos
7687,During Marissa Mayer's presentation at #SXSW they did  a demo of Google maps version 5.2 on mobile and it was pretty impressive.,Google,Positive emotion,pos
7688,Google Marissa Mayer: mobile phone as a cursor of physical location - new version of map fast and more real life like   #sxsw,Google,No emotion toward brand or product,pos
7689,Even security guards in Austin enjoy iPad time. #SXSW (cc @mention {link},Apple,Positive emotion,pos
7690,"&quot;Clarity trumps density, tap quality trumps tap quantityÛ_&quot; recap of @mention iPad #sxsw talk {link}",Apple,No emotion toward brand or product,pos
7691,"Our cab driver is well prepared for #sxsw - he's got a laptop, a Blackberry and iPhone by his dashboard.",Apple,No emotion toward brand or product,pos
7692,Go to emarketer &amp; some Google PDF snooping for marketing stats. #SXSW #elevate,Google,No emotion toward brand or product,pos
7693,"Hiring marketers, designers, creatives, social media pros... Come see #Aquent booth 1415 #SXSW trade show. You might win iPad 2",Apple,No emotion toward brand or product,pos
7694,Social marketing experts at #SXSW: Everyone has to face facts &amp; admit that Apple again showed everyone how marketing is done. #CNET,Apple,Positive emotion,pos
7695,Need a Workspace?  Book it from your #iPhone {link} @mention #app #SXSW #virtualoffice,Apple,Positive emotion,pos
7696,Thanks girl! RT @mention Congrats to @mention on winning the last @mention #iPad case for her boyfriend aw :) #SXSW #cbatsxsw,Apple,Positive emotion,pos
7697,Catch Charles Chen @mention SXSW &amp; ask him for a demo of ChromeOS &amp; Android access. Hint: He's wearing a Google Braille shirt. #sxsw,Google,No emotion toward brand or product,neg
7698,"On the Early #nerdbird to #SXSW - get @mention iPhone app. Share photos of airport people. Like people of Wal-Mart, but at airports!",Apple,Positive emotion,pos
7699,False alarm but could Google be blushing? RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw,Google,No emotion toward brand or product,pos
7700,False Alarm: Google Circles Not Coming NowÛÒand Probably Not Ever {link} more {link} #SXSW #SXSWi,Google,No emotion toward brand or product,pos
7701,False Alarm: Google Circles Not Coming NowÛÒand Probably Not Ever? - {link} #Google #Circles #Social #SXSW,Google,Negative emotion,pos
7702,"False Alarm: Google Circles Not Coming Now, And Probably Not Ever {link} - so much for reports that it would unveil at #sxsw",Google,No emotion toward brand or product,pos
7703,"False Alarm: Google Circles Not Coming Now, And Probably Not Ever #sxsw {link}",Google,No emotion toward brand or product,pos
7704,"No. Confirmed RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Google,No emotion toward brand or product,pos
7705,Just informed you have to take your iPad out when you have a &quot;cluttered bag.&quot; Apparently X-Ray technology can't see through books. WTF #sxsw,Apple,No emotion toward brand or product,neg
7706,"97% of farmers own mobile phone, 43% of those own a smartphone. Marketshare - BB - 33% 18%  Android, 10% iPhone. #mobilefarm #sxsw",Android,No emotion toward brand or product,pos
7707,I'm concerned about #Adobe; #Mint migrating #Flex to #HTML5 for #iOS and #Android mobile apps. #sxsw,Android,No emotion toward brand or product,neg
7708,iPad 2 turned into giant camera looks plain stupid #sxsw,Apple,Negative emotion,neg
7709,Cool Internet art: Google will eat itself. Google ads revenue used  to buy google stock. #sxsw,Google,Positive emotion,pos
7710,#SXSW learning how Google is about to get all &quot;Contextual&quot; with our &quot;Discovery&quot;... (@mention Austin Convention Center) {link},Google,No emotion toward brand or product,neg
7711,Great Intro to #saveustechies #sxsw: VIDEO: the Surui Carbon Project from Google Earth Engine {link},Google,Positive emotion,neg
7712,"#SxSW approaching &amp; so are our soft launch plans.#Android demo running,flyers printed and T-shirts packed for #Austin.",Android,No emotion toward brand or product,pos
7713,"&quot;Android users are not iPhone users. (They use the Options menu, and Contextual menu)&quot; ~@mention #sxsw",Android,No emotion toward brand or product,neg
7714,#sxsw Android users: we're proud of you.,Android,Positive emotion,pos
7715,"Hearing from ex-Apple, ex-Pentagram industrial designer. Really cool perspective. #sxsw #gsdm",Apple,No emotion toward brand or product,pos
7716,Hot Pot from Google for mobile maps is a 'very' interesting new app. #sxsw #sxswi,Google,Positive emotion,pos
7717,Learned from sponsored #sxsw software: 1) Austin = nice walking city; 2) Mapquest = piece of shit mapping software. (go Google Maps!) #fb,Google,Positive emotion,pos
7718,"Special promo for #sxsw attendees! {link} Meetchu, quick-contact capture LYKWXHPYTERH TT66H9TJN4YE RT6N79XP37FF TYP63MMAM7W3",none,No emotion toward brand or product,pos
7719,#SXSW impromptu Apple store line is about 2 blocks long!  {link},Apple,Positive emotion,pos
7720,"Out of a room of 50+ people, only 1 other person than I makes accessible apps... And he works for Google Android #SXSW #donline",Google,No emotion toward brand or product,pos
7721,"miami horror, tacos and bloody marys. i'm there. https://sites.google.com/site/frontgatesxsw11/ #sxsw",Google,No emotion toward brand or product,neg
7722,"Find me around #sxsw today, grab a @mention slap bracelet and ask me how you can win an iPad 2 from @mention",Apple,No emotion toward brand or product,pos
7723,driving around austin on google street view scoping out locations. from my desk. #sxsw,Google,Positive emotion,pos
7724,Rumours around Google Circles have been proven to be untrue. There was no announcement at #SXSW in Austin Texas. There must be something!,Google,Positive emotion,pos
7725,Playing around with the @mention #iPhone #app.  It's awesome.  Will be using it a lot at #SXSW,Apple,Positive emotion,pos
7726,Why is #GroupMe not available in Canada for iPhone users? #SXSW - Would love to check it out.,Apple,Negative emotion,neg
7727,@mention Route around traffic is saving Google Maps users 2 years everyday #sxsw,Google,Positive emotion,pos
7728,Google's route around traffic function saves users 2 years EVERY DAY. Good for future? ÛÓ Marissa Mayer at #sxsw,Google,Positive emotion,pos
7729,"#ACLU Approved? WT? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Google,No emotion toward brand or product,pos
7730,Android growing super fast. At Lustre Pearl - Team Android party for @mention @mention @mention just walked in. #androidsxsw #sxsw,Android,Positive emotion,neg
7731,Happily drowning in a sea of apple macs and monster energy drink #SXSW,Apple,Positive emotion,neg
7732,Got my morphie iphone case in time for #SXSW! Good news =  &gt;power  + &lt;anxiety. Bad news = barely fits in my hand.,Apple,Positive emotion,pos
7733,At the airport playing my fav game:  &quot;Are You Going to #SXSW?&quot; Wearing denim on denim? You're going.  Charging 3+ Apple products? You too.,Apple,I can't tell,neg
7734,"{link} harrymccracken: There are still iPad 2s to be had, at least at the #sxsw pop-up ... {link} @mention",Apple,No emotion toward brand or product,neg
7735,"After hours in the #sxsw popup #apple store, a lone security guard enjoys the #ipad2 {link}",Apple,No emotion toward brand or product,pos
7736,#SXSW goers wait for Apple #ipad2 in #Austin  {link} {link},Apple,No emotion toward brand or product,neg
7737,#SXSW goers want to sell your iPad so you can buy a new one? Give me a shout. #iPad,Apple,Positive emotion,neg
7738,brace yourselves for the audio onslaught of #SXSW and enjoy this free music sampler from itunes: {link} #featuredartists,none,No emotion toward brand or product,neg
